ID,label
95,8-Van
95,8-Van
95,8-Van
95,5-Lem
95,5-Lem
95,5-Lem
95,4-Rose
95,4-Rose
95,4-Rose
96,8-Van
96,8-Van
96,8-Van
96,5-Lem
96,5-Lem
96,5-Lem
96,4-Rose
96,4-Rose
96,4-Rose
41,6-Ger
41,6-Ger
41,6-Ger
41,2-Hex
41,2-Hex
41,2-Hex
133,8-Van
133,8-Van
133,8-Van
133,5-Lem
133,5-Lem
133,5-Lem
133,4-Rose
133,4-Rose
133,4-Rose
42,3-Ethyl
42,3-Ethyl
42,3-Ethyl
42,2-Hex
42,2-Hex
42,2-Hex
42,6-Ger
42,6-Ger
42,6-Ger
1,7-Cit
1,7-Cit
1,7-Cit
1,1-Benz
1,1-Benz
1,1-Benz
66,2-Hex
66,2-Hex
66,2-Hex
66,1-Benz
66,1-Benz
66,1-Benz
66,6-Ger
66,6-Ger
66,6-Ger
66,3-Ethyl
66,3-Ethyl
66,3-Ethyl
66,7-Cit
66,7-Cit
66,7-Cit
68,2-Hex
68,2-Hex
68,2-Hex
3,7-Cit
3,7-Cit
3,7-Cit
3,1-Benz
3,1-Benz
3,1-Benz
3,3-Ethyl
3,3-Ethyl
3,3-Ethyl
3,3-Ethyl
3,3-Ethyl
3,3-Ethyl
31,6-Ger
31,2-Hex
31,3-Ethyl
31,3-Ethyl
31,3-Ethyl
31,3-Ethyl
31,6-Ger
31,6-Ger
71,1-Benz
71,1-Benz
71,1-Benz
71,6-Ger
71,6-Ger
71,6-Ger
71,2-Hex
71,2-Hex
71,2-Hex
71,3-Ethyl
71,3-Ethyl
71,3-Ethyl
71,7-Cit
71,7-Cit
71,7-Cit
73,7-Cit
73,7-Cit
73,7-Cit
73,3-Ethyl
73,3-Ethyl
73,3-Ethyl
73,6-Ger
73,6-Ger
73,6-Ger
73,1-Benz
73,1-Benz
73,1-Benz
77,7-Cit
77,7-Cit
77,7-Cit
77,1-Benz
77,1-Benz
77,1-Benz
77,6-Ger
77,6-Ger
77,6-Ger
77,3-Ethyl
77,3-Ethyl
77,3-Ethyl
5,1-Benz
5,1-Benz
5,1-Benz
5,7-Cit
5,7-Cit
5,7-Cit
5,1-Benz
5,1-Benz
26,2-Hex
26,2-Hex
26,2-Hex
26,6-Ger
26,6-Ger
26,6-Ger
26,7-Cit
26,7-Cit
26,7-Cit
26,1-Benz
26,1-Benz
26,1-Benz
139,5-Lem
139,5-Lem
139,5-Lem
139,4-Rose
139,4-Rose
139,4-Rose
140,8-Van
140,8-Van
140,8-Van
140,5-Lem
140,5-Lem
140,5-Lem
140,4-Rose
140,4-Rose
140,4-Rose
141,8-Van
141,8-Van
141,8-Van
141,5-Lem
141,5-Lem
141,5-Lem
141,4-Rose
141,4-Rose
141,4-Rose
27,2-Hex
27,2-Hex
27,2-Hex
27,3-Ethyl
27,3-Ethyl
27,3-Ethyl
27,7-Cit
27,7-Cit
27,7-Cit
27,1-Benz
27,1-Benz
27,1-Benz
27,6-Ger
27,6-Ger
27,6-Ger
33,2-Hex
33,2-Hex
33,2-Hex
33,3-Ethyl
33,3-Ethyl
33,3-Ethyl
33,6-Ger
33,6-Ger
33,6-Ger
35,1-Benz
35,1-Benz
35,1-Benz
35,6-Ger
35,6-Ger
35,6-Ger
35,2-Hex
35,2-Hex
35,2-Hex
79,7-Cit
79,7-Cit
79,7-Cit
79,6-Ger
79,6-Ger
79,6-Ger
9,7-Cit
9,7-Cit
9,1-Benz
9,1-Benz
9,1-Benz
142,8-Van
142,8-Van
142,8-Van
142,5-Lem
142,5-Lem
142,5-Lem
142,4-Rose
142,4-Rose
142,4-Rose
47,2-Hex
47,2-Hex
47,2-Hex
47,6-Ger
47,6-Ger
47,6-Ger
37,7-Cit
37,7-Cit
37,7-Cit
37,6-Ger
37,6-Ger
37,6-Ger
37,3-Ethyl
37,3-Ethyl
37,3-Ethyl
39,3-Ethyl
39,3-Ethyl
39,3-Ethyl
39,2-Hex
39,2-Hex
39,2-Hex
39,7-Cit
39,7-Cit
39,7-Cit
86,8-Van
86,8-Van
86,8-Van
13,7-Cit
13,7-Cit
13,1-Benz
13,1-Benz
13,1-Benz
84,8-Van
84,8-Van
84,8-Van
84,5-Lem
84,5-Lem
84,5-Lem
84,4-Rose
84,4-Rose
84,4-Rose
85,8-Van
85,8-Van
89,8-Van
89,8-Van
89,8-Van
89,5-Lem
89,5-Lem
89,5-Lem
89,4-Rose
89,4-Rose
89,4-Rose
130,8-Van
130,8-Van
130,8-Van
130,5-Lem
130,5-Lem
130,5-Lem
130,4-Rose
130,4-Rose
130,4-Rose
132,8-Van
132,8-Van
132,8-Van
132,5-Lem
132,5-Lem
132,5-Lem
132,4-Rose
132,4-Rose
132,4-Rose
80,8-Van
80,8-Van
80,8-Van
80,5-Lem
80,5-Lem
80,5-Lem
80,4-Rose
80,4-Rose
80,4-Rose
82,8-Van
82,8-Van
82,8-Van
82,5-Lem
82,5-Lem
82,5-Lem
82,4-Rose
82,4-Rose
82,4-Rose
144,8-Van
144,8-Van
144,8-Van
144,5-Lem
144,5-Lem
144,5-Lem
144,4-Rose
144,4-Rose
144,4-Rose
84,6-Ger
84,6-Ger
84,6-Ger
84,3-Ethyl
84,3-Ethyl
84,3-Ethyl
109,8-Van
109,8-Van
109,8-Van
109,5-Lem
109,5-Lem
109,5-Lem
109,4-Rose
109,4-Rose
109,4-Rose
111,8-Van
111,8-Van
111,8-Van
111,5-Lem
111,5-Lem
111,5-Lem
111,4-Rose
111,4-Rose
111,4-Rose
52,6-Ger
52,6-Ger
52,6-Ger
52,3-Ethyl
52,3-Ethyl
52,3-Ethyl
52,2-Hex
52,2-Hex
52,2-Hex
136,8-Van
136,8-Van
136,8-Van
136,5-Lem
136,5-Lem
136,5-Lem
136,4-Rose
136,4-Rose
136,4-Rose
56,3-Ethyl
56,3-Ethyl
56,3-Ethyl
56,2-Hex
56,2-Hex
56,2-Hex
56,6-Ger
56,6-Ger
56,6-Ger
59,7-Cit
59,7-Cit
59,7-Cit
16,7-Cit
16,7-Cit
16,7-Cit
61,3-Ethyl
61,3-Ethyl
61,3-Ethyl
61,6-Ger
61,6-Ger
61,6-Ger
61,2-Hex
61,2-Hex
61,2-Hex
63,2-Hex
63,2-Hex
63,2-Hex
63,3-Ethyl
63,3-Ethyl
63,7-Cit
63,7-Cit
63,7-Cit
63,1-Benz
63,1-Benz
63,1-Benz
19,1-Benz
19,1-Benz
19,1-Benz
19,7-Cit
19,7-Cit
19,2-Hex
19,2-Hex
19,2-Hex
22,7-Cit
22,7-Cit
22,7-Cit
22,1-Benz
22,1-Benz
22,1-Benz
22,1-Benz
24,7-Cit
24,7-Cit
24,7-Cit
24,6-Ger
24,6-Ger
24,6-Ger
24,6-Ger
24,6-Ger
113,8-Van
113,8-Van
113,8-Van
113,5-Lem
113,5-Lem
113,5-Lem
113,4-Rose
113,4-Rose
113,4-Rose
65,2-Hex
65,2-Hex
65,2-Hex
65,3-Ethyl
65,3-Ethyl
65,3-Ethyl
65,7-Cit
65,7-Cit
65,7-Cit
65,1-Benz
65,1-Benz
65,1-Benz
65,6-Ger
65,6-Ger
65,6-Ger
114,8-Van
114,8-Van
114,8-Van
114,5-Lem
114,5-Lem
114,5-Lem
114,4-Rose
114,4-Rose
114,4-Rose
115,8-Van
115,8-Van
115,5-Lem
115,5-Lem
115,5-Lem
115,4-Rose
115,4-Rose
115,4-Rose
134,8-Van
134,8-Van
134,8-Van
134,5-Lem
134,5-Lem
134,5-Lem
134,4-Rose
134,4-Rose
134,4-Rose
43,3-Ethyl
43,3-Ethyl
43,3-Ethyl
45,6-Ger
45,6-Ger
45,6-Ger
45,2-Hex
45,2-Hex
45,2-Hex
2,1-Benz
2,1-Benz
2,1-Benz
67,2-Hex
67,2-Hex
67,2-Hex
67,1-Benz
67,1-Benz
67,1-Benz
67,6-Ger
67,6-Ger
67,6-Ger
69,2-Hex
69,2-Hex
69,2-Hex
70,7-Cit
70,7-Cit
70,7-Cit
70,6-Ger
70,6-Ger
70,6-Ger
70,3-Ethyl
70,3-Ethyl
70,3-Ethyl
70,1-Benz
70,1-Benz
70,1-Benz
70,2-Hex
70,2-Hex
70,2-Hex
32,6-Ger
32,6-Ger
32,6-Ger
32,2-Hex
32,2-Hex
32,2-Hex
72,1-Benz
72,1-Benz
72,1-Benz
72,6-Ger
72,6-Ger
72,6-Ger
72,2-Hex
72,2-Hex
72,2-Hex
72,3-Ethyl
72,3-Ethyl
72,3-Ethyl
74,7-Cit
74,7-Cit
74,7-Cit
74,3-Ethyl
74,3-Ethyl
74,3-Ethyl
74,6-Ger
74,6-Ger
74,6-Ger
74,1-Benz
74,1-Benz
74,1-Benz
76,6-Ger
76,6-Ger
76,6-Ger
76,3-Ethyl
76,3-Ethyl
76,3-Ethyl
76,1-Benz
76,1-Benz
76,1-Benz
76,7-Cit
76,7-Cit
76,7-Cit
78,7-Cit
78,7-Cit
78,7-Cit
78,1-Benz
78,1-Benz
78,1-Benz
78,6-Ger
78,6-Ger
78,6-Ger
78,3-Ethyl
78,3-Ethyl
78,3-Ethyl
28,2-Hex
28,2-Hex
28,2-Hex
34,2-Hex
34,2-Hex
34,2-Hex
36,2-Hex
36,2-Hex
36,2-Hex
80,7-Cit
80,7-Cit
80,7-Cit
80,3-Ethyl
80,3-Ethyl
80,3-Ethyl
80,1-Benz
80,1-Benz
80,1-Benz
10,7-Cit
10,7-Cit
10,7-Cit
10,1-Benz
10,1-Benz
10,1-Benz
147,8-Van
147,8-Van
147,8-Van
147,5-Lem
147,5-Lem
147,5-Lem
147,4-Rose
147,4-Rose
147,4-Rose
148,5-Lem
148,5-Lem
148,5-Lem
148,4-Rose
148,4-Rose
148,4-Rose
149,8-Van
149,8-Van
149,8-Van
149,5-Lem
149,5-Lem
149,5-Lem
149,4-Rose
149,4-Rose
149,4-Rose
82,6-Ger
82,6-Ger
82,6-Ger
28,2-Hex
28,2-Hex
28,2-Hex
28,1-Benz
28,1-Benz
28,1-Benz
29,3-Ethyl
29,3-Ethyl
29,3-Ethyl
29,1-Benz
29,1-Benz
29,1-Benz
29,2-Hex
29,2-Hex
29,2-Hex
29,6-Ger
29,6-Ger
29,6-Ger
46,2-Hex
46,2-Hex
46,2-Hex
48,2-Hex
48,2-Hex
48,2-Hex
48,6-Ger
48,6-Ger
48,6-Ger
48,3-Ethyl
48,3-Ethyl
48,3-Ethyl
38,7-Cit
38,7-Cit
38,7-Cit
40,2-Hex
40,2-Hex
40,2-Hex
12,7-Cit
12,7-Cit
12,7-Cit
12,1-Benz
12,1-Benz
12,1-Benz
14,7-Cit
14,7-Cit
14,1-Benz
14,1-Benz
150,8-Van
152,4-Rose
153,6-Ger
155,2-Hex
156,7-Cit
158,8-Van
159,5-Lem
160,4-Rose
161,6-Ger
163,2-Hex
164,7-Cit
165,1-Benz
166,8-Van
167,5-Lem
169,6-Ger
170,3-Ethyl
171,2-Hex
174,8-Van
175,5-Lem
176,4-Rose
177,6-Ger
179,2-Hex
180,7-Cit
181,1-Benz
182,8-Van
183,5-Lem
185,6-Ger
186,3-Ethyl
187,2-Hex
189,1-Benz
190,8-Van
192,4-Rose
193,6-Ger
194,3-Ethyl
196,7-Cit
197,1-Benz
198,8-Van
200,4-Rose
201,6-Ger
203,2-Hex
207,5-Lem
208,4-Rose
209,6-Ger
210,3-Ethyl
211,2-Hex
213,1-Benz
214,8-Van
215,5-Lem
216,4-Rose
217,6-Ger
218,3-Ethyl
219,2-Hex
220,7-Cit
221,1-Benz
225,6-Ger
228,7-Cit
229,1-Benz
232,4-Rose
233,6-Ger
234,3-Ethyl
235,2-Hex
237,1-Benz
238,8-Van
239,5-Lem
240,4-Rose
241,6-Ger
242,3-Ethyl
243,2-Hex
244,7-Cit
245,1-Benz
247,5-Lem
248,4-Rose
249,6-Ger
250,3-Ethyl
251,2-Hex
252,7-Cit
253,1-Benz
254,8-Van
255,5-Lem
256,4-Rose
258,3-Ethyl
259,2-Hex
261,1-Benz
262,8-Van
263,5-Lem
265,6-Ger
266,3-Ethyl
267,2-Hex
268,7-Cit
269,1-Benz
270,8-Van
271,5-Lem
272,4-Rose
273,6-Ger
274,3-Ethyl
275,2-Hex
276,7-Cit
277,1-Benz
278,8-Van
280,4-Rose
281,6-Ger
282,3-Ethyl
283,2-Hex
284,7-Cit
285,1-Benz
286,8-Van
287,5-Lem
288,4-Rose
289,6-Ger
291,2-Hex
293,1-Benz
294,8-Van
295,5-Lem
296,4-Rose
297,6-Ger
298,3-Ethyl
299,2-Hex
300,7-Cit
302,8-Van
303,5-Lem
304,4-Rose
305,6-Ger
306,3-Ethyl
307,2-Hex
308,7-Cit
309,1-Benz
310,8-Van
311,5-Lem
312,4-Rose
313,6-Ger
314,3-Ethyl
315,2-Hex
316,7-Cit
317,1-Benz
318,8-Van
319,5-Lem
320,4-Rose
321,6-Ger
322,3-Ethyl
323,2-Hex
324,7-Cit
326,8-Van
327,5-Lem
329,6-Ger
330,3-Ethyl
331,2-Hex
332,7-Cit
333,1-Benz
335,5-Lem
336,4-Rose
337,6-Ger
338,3-Ethyl
339,2-Hex
341,1-Benz
342,8-Van
343,5-Lem
344,4-Rose
345,6-Ger
346,3-Ethyl
347,2-Hex
348,7-Cit
349,1-Benz
350,8-Van
351,5-Lem
353,6-Ger
354,3-Ethyl
356,7-Cit
357,1-Benz
358,8-Van
359,5-Lem
360,4-Rose
361,6-Ger
362,3-Ethyl
363,2-Hex
365,1-Benz
366,8-Van
368,4-Rose
369,6-Ger
370,3-Ethyl
371,2-Hex
372,7-Cit
373,1-Benz
374,8-Van
377,6-Ger
378,3-Ethyl
379,2-Hex
380,7-Cit
381,1-Benz
382,8-Van
384,4-Rose
387,2-Hex
389,1-Benz
390,8-Van
392,4-Rose
394,3-Ethyl
396,7-Cit
397,1-Benz
398,8-Van
399,5-Lem
400,4-Rose
401,6-Ger
402,3-Ethyl
404,7-Cit
405,1-Benz
406,8-Van
407,5-Lem
408,4-Rose
409,6-Ger
411,2-Hex
412,7-Cit
413,1-Benz
414,8-Van
416,4-Rose
418,3-Ethyl
419,2-Hex
420,7-Cit
421,1-Benz
423,5-Lem
424,4-Rose
425,6-Ger
426,3-Ethyl
427,2-Hex
428,7-Cit
429,1-Benz
430,8-Van
432,4-Rose
433,6-Ger
434,3-Ethyl
435,2-Hex
436,7-Cit
438,8-Van
439,5-Lem
440,4-Rose
441,6-Ger
442,3-Ethyl
444,7-Cit
445,1-Benz
446,8-Van
447,5-Lem
448,4-Rose
449,6-Ger
450,3-Ethyl
456,4-Rose
457,6-Ger
458,3-Ethyl
459,2-Hex
460,7-Cit
462,8-Van
463,5-Lem
464,4-Rose
465,6-Ger
466,3-Ethyl
467,2-Hex
468,7-Cit
469,1-Benz
470,8-Van
471,5-Lem
472,4-Rose
473,6-Ger
474,3-Ethyl
475,2-Hex
477,1-Benz
479,5-Lem
480,4-Rose
482,3-Ethyl
483,2-Hex
484,7-Cit
486,8-Van
487,5-Lem
488,4-Rose
489,6-Ger
490,3-Ethyl
491,2-Hex
492,7-Cit
493,1-Benz
494,8-Van
496,4-Rose
497,6-Ger
499,2-Hex
500,7-Cit
501,1-Benz
502,8-Van
503,5-Lem
504,4-Rose
505,6-Ger
507,2-Hex
508,7-Cit
510,8-Van
512,4-Rose
513,6-Ger
514,3-Ethyl
515,2-Hex
516,7-Cit
518,8-Van
519,5-Lem
521,6-Ger
522,3-Ethyl
523,2-Hex
524,7-Cit
527,5-Lem
528,4-Rose
529,6-Ger
530,3-Ethyl
531,2-Hex
532,7-Cit
533,1-Benz
534,8-Van
535,5-Lem
536,4-Rose
537,6-Ger
538,3-Ethyl
542,8-Van
543,5-Lem
544,4-Rose
545,6-Ger
546,3-Ethyl
547,2-Hex
548,7-Cit
549,1-Benz
550,8-Van
551,5-Lem
553,6-Ger
554,3-Ethyl
556,7-Cit
557,1-Benz
558,8-Van
559,5-Lem
560,4-Rose
561,6-Ger
562,3-Ethyl
563,2-Hex
564,7-Cit
565,1-Benz
566,8-Van
568,4-Rose
569,6-Ger
570,3-Ethyl
571,2-Hex
572,7-Cit
574,8-Van
575,5-Lem
576,4-Rose
577,6-Ger
579,2-Hex
580,7-Cit
581,1-Benz
582,8-Van
583,5-Lem
584,4-Rose
585,6-Ger
586,3-Ethyl
587,2-Hex
588,7-Cit
589,1-Benz
591,5-Lem
592,4-Rose
593,6-Ger
594,3-Ethyl
595,2-Hex
596,7-Cit
597,1-Benz
598,8-Van
601,6-Ger
602,3-Ethyl
603,2-Hex
604,7-Cit
605,1-Benz
606,8-Van
607,5-Lem
608,4-Rose
609,6-Ger
610,3-Ethyl
613,1-Benz
614,8-Van
616,4-Rose
617,6-Ger
618,3-Ethyl
619,2-Hex
620,7-Cit
621,1-Benz
622,8-Van
623,5-Lem
624,4-Rose
627,2-Hex
628,7-Cit
629,1-Benz
630,8-Van
631,5-Lem
633,6-Ger
634,3-Ethyl
635,2-Hex
636,7-Cit
637,1-Benz
638,8-Van
639,5-Lem
641,6-Ger
642,3-Ethyl
644,7-Cit
645,1-Benz
646,8-Van
647,5-Lem
648,4-Rose
649,6-Ger
650,3-Ethyl
651,2-Hex
652,7-Cit
654,8-Van
655,5-Lem
656,4-Rose
657,6-Ger
658,3-Ethyl
659,2-Hex
661,1-Benz
663,5-Lem
664,4-Rose
665,6-Ger
666,3-Ethyl
667,2-Hex
669,1-Benz
670,8-Van
673,6-Ger
675,2-Hex
676,7-Cit
678,8-Van
679,5-Lem
680,4-Rose
681,6-Ger
683,2-Hex
684,7-Cit
685,1-Benz
687,5-Lem
688,4-Rose
692,7-Cit
693,1-Benz
694,8-Van
695,5-Lem
698,3-Ethyl
699,2-Hex
704,4-Rose
705,6-Ger
706,3-Ethyl
707,2-Hex
708,7-Cit
709,1-Benz
710,8-Van
711,5-Lem
712,4-Rose
713,6-Ger
714,3-Ethyl
715,2-Hex
716,7-Cit
717,1-Benz
718,8-Van
719,5-Lem
720,4-Rose
723,2-Hex
726,8-Van
727,5-Lem
728,4-Rose
729,6-Ger
730,3-Ethyl
731,2-Hex
732,7-Cit
733,1-Benz
734,8-Van
735,5-Lem
736,4-Rose
737,6-Ger
738,3-Ethyl
739,2-Hex
740,7-Cit
741,1-Benz
742,8-Van
743,5-Lem
744,4-Rose
746,3-Ethyl
748,7-Cit
749,1-Benz
750,8-Van
751,5-Lem
752,4-Rose
753,6-Ger
754,3-Ethyl
755,2-Hex
757,1-Benz
759,5-Lem
760,4-Rose
761,6-Ger
762,3-Ethyl
763,2-Hex
764,7-Cit
765,1-Benz
766,8-Van
767,5-Lem
768,4-Rose
769,6-Ger
770,3-Ethyl
771,2-Hex
772,7-Cit
773,1-Benz
774,8-Van
775,5-Lem
776,4-Rose
777,6-Ger
778,3-Ethyl
779,2-Hex
780,7-Cit
781,1-Benz
783,5-Lem
785,6-Ger
787,2-Hex
788,7-Cit
789,1-Benz
794,3-Ethyl
795,2-Hex
796,7-Cit
797,1-Benz
799,5-Lem
800,4-Rose
801,6-Ger
802,3-Ethyl
803,2-Hex
805,1-Benz
806,8-Van
807,5-Lem
808,4-Rose
809,6-Ger
810,3-Ethyl
811,2-Hex
812,7-Cit
813,1-Benz
815,5-Lem
816,4-Rose
817,6-Ger
818,3-Ethyl
819,2-Hex
821,1-Benz
822,8-Van
823,5-Lem
824,4-Rose
825,6-Ger
827,2-Hex
828,7-Cit
829,1-Benz
830,8-Van
831,5-Lem
833,6-Ger
834,3-Ethyl
835,2-Hex
836,7-Cit
837,1-Benz
839,5-Lem
841,6-Ger
842,3-Ethyl
843,2-Hex
844,7-Cit
845,1-Benz
847,5-Lem
848,4-Rose
849,6-Ger
850,3-Ethyl
851,2-Hex
852,7-Cit
853,1-Benz
854,8-Van
855,5-Lem
856,4-Rose
857,6-Ger
858,3-Ethyl
860,7-Cit
861,1-Benz
863,5-Lem
865,6-Ger
866,3-Ethyl
867,2-Hex
869,1-Benz
872,4-Rose
873,6-Ger
874,3-Ethyl
875,2-Hex
876,7-Cit
877,1-Benz
878,8-Van
880,4-Rose
882,3-Ethyl
883,2-Hex
884,7-Cit
885,1-Benz
886,8-Van
887,5-Lem
888,4-Rose
889,6-Ger
891,2-Hex
892,7-Cit
894,8-Van
895,5-Lem
896,4-Rose
897,6-Ger
898,3-Ethyl
899,2-Hex
900,7-Cit
901,1-Benz
902,8-Van
903,5-Lem
904,4-Rose
905,6-Ger
906,3-Ethyl
908,7-Cit
913,6-Ger
915,2-Hex
916,7-Cit
919,5-Lem
920,4-Rose
921,6-Ger
922,3-Ethyl
924,7-Cit
925,1-Benz
927,5-Lem
928,4-Rose
929,6-Ger
930,3-Ethyl
931,2-Hex
932,7-Cit
933,1-Benz
934,8-Van
935,5-Lem
936,4-Rose
937,6-Ger
938,3-Ethyl
940,7-Cit
941,1-Benz
942,8-Van
943,5-Lem
944,4-Rose
945,6-Ger
947,2-Hex
948,7-Cit
